loan_limit,gender,approv_in_adv,loan_type,loan_purpose,credit_worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,interest_rate_spread,upfront_charges,neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,secured_by,total_units,income,credit_type,credit_score,co-applicant_credit_type,age,submission_of_application,loan_to_value,region,security_type,status,debt_to_income,term_category
cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,136500,3.5,-0.1729,3468.75,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,3420.0,EXP,733,CIB,45-54,to_inst,86.39240506,south,direct,1,58.0,Long-term
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,206500,3.75,0.2413,6050.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,3840.0,EXP,790,CIB,65-74,to_inst,48.24766355,south,direct,0,40.0,Long-term
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,286500,4.99,0.7181,5350.0,neg_amm,not_int,not_lpsm,358000.0,sb,pr,home,1U,3180.0,CIB,569,EXP,65-74,to_inst,80.02793296,south,direct,0,40.0,Long-term
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,386500,3.5,-0.2188,1250.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,6060.0,EXP,838,EXP,45-54,to_inst,84.38864629,North,direct,0,38.0,Long-term
cf,Male,nopre,type1,p1,l1,nopc,nob/c,226500,4.25,-0.228,7364.22,neg_amm,not_int,not_lpsm,288000.0,sb,pr,home,1U,2460.0,CIB,893,CIB,<25,to_inst,78.64583333,North,direct,0,57.0,Long-term
cf,Male,nopre,type1,p4,l1,nopc,nob/c,166500,3.5,0.7628,4985.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,4080.0,EXP,522,CIB,35-44,to_inst,57.8125,North,direct,0,30.0,Medium-term
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,236500,3.99,0.5574,7638.39,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,4620.0,EXP,748,EXP,65-74,to_inst,64.26630435,south,direct,0,43.0,Long-term
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,276500,4.125,0.1795,0.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,6420.0,CIB,864,CIB,55-64,to_inst,54.42913386,south,direct,0,24.0,Medium-term
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,176500,3.75,1.1274,5682.31,not_neg,not_int,not_lpsm,368000.0,sb,ir,home,2U,6300.0,EXP,868,EXP,55-64,to_inst,47.96195652,south,direct,0,49.0,Short-term
cf,Sex Not Available,pre,type3,p3,l1,nopc,nob/c,456500,4.75,0.6497,0.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,5400.0,CRIF,810,EXP,>74,to_inst,76.33779264,south,direct,0,49.0,Long-term
cf,Sex Not Available,nopre,type1,p2,l1,nopc,nob/c,156500,4.5,1.1607,3610.01,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,3600.0,CRIF,739,CIB,55-64,to_inst,34.17030568,south,direct,0,28.0,Long-term
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,376500,3.75,0.0854,4986.5,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,8100.0,CRIF,543,CIB,65-74,to_inst,74.11417323,south,direct,0,30.0,Long-term
cf,Male,pre,type1,p4,l1,nopc,nob/c,596500,3.99,0.3599,2170.705,not_neg,not_int,not_lpsm,878000.0,sb,pr,home,1U,4800.0,EXP,769,CIB,35-44,not_inst,67.93849658,south,direct,1,22.0,Long-term
cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,136500,3.99,0.3599,1860.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,1800.0,EQUI,615,EXP,55-64,to_inst,0.326555023923445,south,direct,1,39.0,Long-term
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,396500,3.875,-0.2626,6855.2,not_neg,not_int,not_lpsm,578000.0,sb,pr,home,2U,8880.0,CIB,758,EXP,45-54,not_inst,68.59861592,south,direct,0,37.0,Long-term
cf,Male,nopre,type1,p1,l1,nopc,nob/c,456500,4.75,0.2723,2644.8,not_neg,not_int,not_lpsm,578000.0,sb,pr,home,1U,8880.0,CIB,675,CIB,25-34,not_inst,78.97923875,North,direct,0,33.0,Long-term
cf,Male,nopre,type1,p4,l1,nopc,nob/c,356500,3.99,0.3297,5256.62,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,7080.0,CRIF,636,CIB,35-44,to_inst,77.83842795,North,direct,0,26.0,Long-term
cf,Male,nopre,type3,p3,l1,nopc,nob/c,356500,4.25,0.2133,942.77,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,7560.0,CRIF,608,EXP,35-44,to_inst,87.37745098,south,direct,0,40.0,Long-term
cf,Female,nopre,type3,p4,l1,nopc,nob/c,456500,3.25,-0.538,0.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,6660.0,CIB,557,EXP,35-44,not_inst,84.85130112,North,direct,0,39.0,Long-term
cf,Female,nopre,type1,p4,l1,nopc,nob/c,146500,3.375,0.6899,4665.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,2880.0,CIB,707,CIB,55-64,to_inst,73.98989899,North,direct,0,48.0,Short-term
cf,Male,nopre,type1,p3,l1,nopc,nob/c,206500,4.25,0.7211,1150.0,neg_amm,not_int,not_lpsm,258000.0,sb,pr,home,1U,7200.0,CRIF,812,EXP,45-54,to_inst,80.03875969,North,direct,0,48.0,Short-term
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,716500,3.875,0.427,10447.84,not_neg,not_int,not_lpsm,758000.0,sb,pr,home,1U,7920.0,CRIF,661,EXP,35-44,not_inst,94.52506596,central,direct,0,46.0,Long-term
cf,Male,nopre,type1,p3,l1,nopc,nob/c,126500,3.99,0.8833,2669.32,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,3960.0,CRIF,578,CIB,55-64,to_inst,58.02752294,North,direct,0,42.0,Short-term
ncf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,1506500,3.99,0.3599,2170.705,not_neg,not_int,not_lpsm,1108000.0,sb,pr,home,1U,27240.0,EXP,578,CIB,45-54,to_inst,135.965704,south,direct,1,43.0,Long-term
cf,Male,nopre,type2,p4,l1,nopc,b/c,206500,4.25,1.5481,0.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,5940.0,CIB,626,EXP,25-34,to_inst,94.72477064,south,direct,0,39.0,Long-term
cf,Female,nopre,type1,p3,l1,nopc,nob/c,106500,3.99,0.3599,3953.13,not_neg,not_int,not_lpsm,178000.0,sb,ir,home,1U,2760.0,EXP,753,CIB,65-74,to_inst,59.83146067,south,direct,1,41.0,Long-term
cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,76500,4.25,1.2407,1962.5,not_neg,not_int,not_lpsm,98000.0,sb,sr,home,1U,4020.0,CRIF,697,CIB,45-54,to_inst,78.06122449,south,direct,0,45.0,Short-term
cf,Joint,nopre,type2,p3,l1,nopc,b/c,136500,3.625,0.5976,1637.67,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,3660.0,CRIF,542,EXP,55-64,to_inst,57.35294118,North,direct,0,55.0,Long-term
cf,Female,pre,type1,p1,l1,nopc,nob/c,156500,4.75,1.1828,3929.76,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,3420.0,EXP,680,CIB,55-64,to_inst,79.04040404,North,direct,0,36.0,Long-term
cf,Female,pre,type1,p1,l1,nopc,nob/c,106500,4.25,0.7565,2980.63,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,2460.0,CRIF,700,CIB,65-74,to_inst,71.95945946,North,direct,0,40.0,Long-term
ncf,Joint,nopre,type1,p1,l1,nopc,nob/c,726500,3.99,0.3599,1860.0,not_neg,not_int,not_lpsm,858000.0,sb,pr,home,1U,17520.0,EXP,840,EXP,25-34,not_inst,84.67365967,central,direct,1,27.0,Long-term
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,516500,4.25,0.122,0.0,not_neg,not_int,not_lpsm,738000.0,sb,pr,home,1U,14940.0,CRIF,699,EXP,25-34,not_inst,69.98644986,North,direct,0,31.0,Long-term
ncf,Joint,nopre,type3,p4,l1,nopc,nob/c,526500,3.75,-0.118,0.0,not_neg,not_int,not_lpsm,888000.0,sb,pr,home,1U,5940.0,EXP,691,EXP,25-34,not_inst,59.29054054,south,direct,0,39.0,Long-term
cf,Female,nopre,type3,p1,l2,nopc,nob/c,186500,3.99,0.1379,1545.14,neg_amm,not_int,not_lpsm,418000.0,sb,pr,home,1U,2640.0,EQUI,605,EXP,55-64,to_inst,0.4461722488038278,North,direct,1,40.0,Long-term
cf,Male,nopre,type1,p2,l1,nopc,nob/c,276500,4.375,0.0998,5683.75,not_neg,not_int,not_lpsm,678000.0,sb,pr,home,1U,27540.0,EXP,564,CIB,55-64,to_inst,40.78171091,North,direct,0,44.0,Long-term
cf,Joint,nopre,type1,p3,l2,nopc,nob/c,296500,4.625,0.4637,1044.15,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,4980.0,CRIF,536,EXP,65-74,not_inst,67.69406393,North,direct,0,44.0,Long-term
cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,366500,3.99,0.3599,3953.13,not_neg,not_int,not_lpsm,458000.0,sb,ir,home,1U,14580.0,CRIF,647,EXP,55-64,to_inst,80.02183406,south,direct,1,47.0,Short-term
cf,Male,nopre,type1,p4,l1,nopc,nob/c,486500,3.625,0.0535,1272.6,not_neg,not_int,not_lpsm,678000.0,sb,pr,home,1U,20460.0,CRIF,707,CIB,45-54,not_inst,71.75516224,North,direct,0,14.0,Long-term
cf,Female,nopre,type1,p4,l1,nopc,nob/c,316500,3.875,0.3443,7880.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,5580.0,EXP,603,CIB,55-64,to_inst,79.52261307,North,direct,0,36.0,Long-term
cf,Male,nopre,type1,p1,l1,nopc,nob/c,336500,4.0,0.4301,813.65,not_neg,not_int,not_lpsm,438000.0,sb,sr,home,1U,10440.0,CRIF,594,CIB,>74,not_inst,76.82648402,south,direct,0,56.0,Long-term
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,216500,3.99,0.3599,3953.13,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,3360.0,CIB,693,CIB,65-74,to_inst,66.00609756,south,direct,1,37.0,Long-term
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,176500,3.99,0.3599,2170.705,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,5100.0,EQUI,897,EXP,65-74,to_inst,0.4222488038277512,south,direct,1,39.0,Short-term
cf,Male,nopre,type1,p1,l1,nopc,nob/c,206500,4.5,0.6531,207.22,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,4200.0,EXP,833,CIB,55-64,not_inst,74.28057554,central,direct,0,30.0,Long-term
cf,Joint,pre,type1,p4,l1,nopc,nob/c,666500,4.0,0.142,0.0,not_neg,not_int,not_lpsm,888000.0,sb,pr,home,1U,9480.0,EXP,520,EXP,25-34,not_inst,75.05630631,south,direct,0,30.0,Long-term
cf,Male,nopre,type1,p1,l1,nopc,nob/c,326500,4.375,0.7417,0.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,25560.0,CRIF,858,CIB,65-74,to_inst,74.543379,North,direct,0,10.0,Short-term
cf,Male,nopre,type1,p1,l2,nopc,nob/c,466500,4.375,0.3424,0.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1U,8580.0,CRIF,846,CIB,25-34,not_inst,95.5942623,North,direct,0,37.0,Long-term
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,276500,3.99,0.3599,2170.705,not_neg,int_only,not_lpsm,558000.0,sb,pr,home,1U,3360.0,CRIF,601,EXP,65-74,to_inst,49.55197133,North,direct,1,60.0,Short-term
cf,Male,nopre,type1,p3,l1,nopc,nob/c,726500,3.875,0.2174,9146.95,not_neg,not_int,not_lpsm,1078000.0,sb,pr,home,1U,13620.0,CIB,609,EXP,45-54,not_inst,67.39332096,south,direct,0,24.0,Long-term
cf,Female,nopre,type1,p3,l1,nopc,nob/c,506500,4.75,0.3031,3415.0,not_neg,not_int,not_lpsm,638000.0,sb,pr,home,1U,10380.0,EXP,834,CIB,35-44,not_inst,79.38871473,south,direct,0,24.0,Long-term
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,526500,3.625,0.1317,1314.9,not_neg,not_int,not_lpsm,738000.0,sb,pr,home,1U,9540.0,EXP,717,EXP,35-44,not_inst,71.34146341,North,direct,0,40.0,Long-term
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,136500,5.375,1.057,3953.13,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,2460.0,CRIF,567,EXP,55-64,to_inst,65.625,south,direct,0,37.0,Long-term
cf,Female,nopre,type1,p4,l1,nopc,nob/c,316500,3.99,0.3559,2431.05,not_neg,not_int,not_lpsm,448000.0,sb,pr,home,1U,4920.0,CIB,615,EXP,65-74,to_inst,70.64732143,North,direct,0,34.0,Long-term
cf,Male,nopre,type2,p2,l1,nopc,b/c,66500,3.99,0.96485,1614.96,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,2U,1140.0,EQUI,871,EXP,>74,to_inst,0.1590909090909091,central,direct,1,39.0,Long-term
cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,126500,4.875,0.9135,3724.5,not_neg,not_int,not_lpsm,138000.0,sb,pr,home,1U,8700.0,EXP,538,EXP,25-34,to_inst,91.66666667,south,direct,0,44.0,Long-term
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,376500,3.75,-0.0614,845.41,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,5700.0,CRIF,548,EXP,35-44,not_inst,75.60240964,North,direct,0,42.0,Long-term
cf,Female,pre,type1,p3,l1,nopc,nob/c,186500,4.5,1.218,2269.45,not_neg,not_int,not_lpsm,238000.0,sb,ir,home,1U,3120.0,CRIF,505,CIB,25-34,to_inst,78.36134454,North,direct,0,45.0,Long-term
cf,Male,pre,type1,p1,l1,nopc,nob/c,406500,4.125,-0.273,3628.25,not_neg,not_int,not_lpsm,568000.0,sb,pr,home,1U,10380.0,EXP,860,CIB,45-54,not_inst,71.56690141,North,direct,0,40.0,Long-term
cf,Female,pre,type1,p4,l1,nopc,nob/c,646500,3.99,0.3599,2170.705,not_neg,not_int,not_lpsm,1108000.0,sb,pr,home,2U,4920.0,CIB,865,CIB,45-54,not_inst,58.34837545,North,direct,1,18.0,Long-term
cf,Female,nopre,type1,p4,l1,nopc,nob/c,456500,3.125,-0.4527,2253.0,not_neg,not_int,lpsm,658000.0,sb,pr,home,1U,8280.0,CIB,517,CIB,35-44,not_inst,69.3768997,south,direct,0,24.0,Long-term
cf,Male,nopre,type3,p1,l1,nopc,nob/c,186500,4.25,-0.0561,3604.8,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,2580.0,CIB,759,CIB,45-54,to_inst,75.2016129,North,direct,0,36.0,Long-term
cf,Male,nopre,type1,p1,l1,nopc,nob/c,406500,4.875,0.7215,0.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,5400.0,CIB,725,CIB,35-44,not_inst,80.01968504,North,direct,0,43.0,Long-term
cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,206500,3.99,0.3599,2170.705,not_neg,not_int,not_lpsm,1858000.0,sb,pr,home,1U,9540.0,EXP,847,EXP,35-44,to_inst,11.11410118,south,direct,1,46.0,Long-term
cf,Sex Not Available,nopre,type3,p1,l1,nopc,nob/c,406500,3.5,-0.1729,1545.14,neg_amm,not_int,not_lpsm,398000.0,sb,pr,home,1U,7980.0,EXP,704,EXP,55-64,to_inst,102.1356784,south,direct,1,56.0,Long-term
cf,Female,nopre,type1,p3,l1,nopc,nob/c,706500,4.25,0.8081,19810.39,not_neg,not_int,not_lpsm,2008000.0,sb,pr,home,1U,16140.0,CIB,777,EXP,55-64,to_inst,35.18426295,North,direct,0,48.0,Long-term
cf,Male,pre,type3,p4,l1,nopc,nob/c,186500,3.375,-0.362,466.74,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,4260.0,CIB,504,CIB,65-74,to_inst,72.28682171,North,direct,0,39.0,Long-term
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,326500,3.99,1.0704,4004.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,7200.0,EXP,767,EXP,65-74,to_inst,80.0245098,south,direct,0,44.0,Short-term
cf,Male,pre,type1,p4,l1,nopc,nob/c,326500,3.99,0.3599,2170.705,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,4380.0,CIB,696,CIB,45-54,to_inst,49.62006079,North,direct,1,49.0,Long-term
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,306500,3.99,0.3599,2170.705,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,10680.0,CRIF,814,EXP,55-64,to_inst,85.61452514,south,direct,1,27.0,Long-term
ncf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,126500,4.75,0.3204,3250.0,neg_amm,not_int,not_lpsm,208000.0,sb,pr,home,1U,1560.0,EXP,587,CIB,65-74,to_inst,60.81730769,south,direct,0,46.0,Long-term
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,246500,3.875,0.2896,2485.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,3720.0,CIB,672,CIB,35-44,to_inst,75.15243902,south,direct,0,46.0,Long-term
cf,Female,nopre,type3,p3,l1,nopc,nob/c,146500,3.875,0.7066,258.83,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,2280.0,EXP,588,CIB,55-64,to_inst,98.98648649,central,direct,0,30.0,Medium-term
cf,Male,nopre,type2,p4,l1,nopc,b/c,286500,3.49,0.7682,0.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,6540.0,CRIF,762,CIB,35-44,to_inst,93.01948052,central,direct,0,39.0,Long-term
cf,Male,nopre,type1,p3,l1,nopc,nob/c,376500,3.99,0.3599,3953.13,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,23940.0,EXP,664,CIB,65-74,not_inst,78.76569038,North,direct,1,7.0,Long-term
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,396500,3.625,-0.0994,0.0,not_neg,not_int,not_lpsm,668000.0,sb,pr,home,1U,6900.0,EXP,823,EXP,65-74,not_inst,59.35628743,south,direct,0,21.0,Long-term
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,276500,4.5,0.311,7963.75,neg_amm,not_int,not_lpsm,358000.0,sb,pr,home,1U,4440.0,CIB,654,CIB,35-44,to_inst,77.23463687,south,direct,0,40.0,Long-term
cf,Male,pre,type1,p1,l1,nopc,nob/c,516500,4.18,-0.0939,8248.92,not_neg,not_int,not_lpsm,648000.0,sb,pr,home,1U,9840.0,CIB,518,CIB,35-44,to_inst,79.70679012,North,direct,0,47.0,Long-term
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,226500,3.99,0.3599,3953.13,not_neg,int_only,not_lpsm,418000.0,sb,pr,home,1U,5640.0,EQUI,662,EXP,55-64,to_inst,0.5418660287081339,south,direct,1,39.0,Long-term
cf,Male,nopre,type3,p4,l1,nopc,nob/c,476500,3.375,-0.243,0.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1U,6840.0,CIB,859,EXP,35-44,not_inst,97.64344262,south,direct,0,39.0,Long-term
cf,Male,nopre,type1,p4,l1,nopc,nob/c,416500,3.5,-0.2755,0.0,not_neg,not_int,not_lpsm,708000.0,sb,pr,home,1U,9480.0,CRIF,839,CIB,35-44,not_inst,58.82768362,south,direct,0,34.0,Long-term
cf,Female,nopre,type2,p1,l1,nopc,b/c,316500,3.99,0.96485,1401.81,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,2460.0,CIB,849,CIB,25-34,not_inst,96.49390244,North,direct,1,42.0,Long-term
cf,Male,nopre,type1,p1,l1,nopc,nob/c,206500,4.75,1.1903,0.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,5400.0,CRIF,726,CIB,25-34,to_inst,90.57017544,south,direct,0,40.0,Long-term
cf,Joint,nopre,type1,p4,l2,nopc,nob/c,396500,3.99,-0.0647,7685.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,7920.0,CRIF,638,EXP,65-74,to_inst,79.6184739,North,direct,0,43.0,Long-term
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,286500,3.99,0.3599,3953.13,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,4980.0,CIB,881,EXP,45-54,to_inst,70.22058824,south,direct,1,40.0,Long-term
cf,Male,nopre,type1,p1,l1,nopc,nob/c,376500,4.5,0.6559,0.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,6900.0,CRIF,640,CIB,25-34,not_inst,94.59798995,North,direct,0,45.0,Long-term
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,456500,3.99,0.3599,2170.705,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,9300.0,EQUI,500,EXP,25-34,not_inst,1.0921052631578947,North,direct,1,39.0,Long-term
cf,Male,nopre,type1,p3,l1,nopc,nob/c,186500,3.99,0.3599,3953.13,neg_amm,not_int,not_lpsm,418000.0,sb,pr,home,1U,3000.0,EQUI,639,EXP,45-54,to_inst,0.4461722488038278,North,direct,1,39.0,Long-term
cf,Female,nopre,type1,p4,l1,nopc,nob/c,416500,3.99,0.3599,2170.705,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,5340.0,EQUI,574,EXP,55-64,not_inst,0.9964114832535884,south,direct,1,39.0,Long-term
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,216500,3.75,0.1704,4515.41,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,4980.0,EXP,750,EXP,35-44,to_inst,68.08176101,North,direct,0,35.0,Long-term
cf,Male,nopre,type1,p4,l1,nopc,nob/c,436500,3.99,0.202,0.0,not_neg,not_int,not_lpsm,828000.0,sb,pr,home,1U,13140.0,CIB,775,CIB,45-54,not_inst,52.7173913,North,direct,0,20.0,Long-term
cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,216500,4.125,0.8211,2395.27,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,5880.0,CRIF,636,CIB,35-44,to_inst,80.78358209,south,direct,0,32.0,Long-term
cf,Female,pre,type1,p1,l1,nopc,nob/c,226500,3.99,0.3234,795.0,neg_amm,not_int,not_lpsm,298000.0,sb,pr,home,1U,6240.0,CRIF,626,CIB,>74,to_inst,76.00671141,south,direct,0,34.0,Short-term
cf,Male,nopre,type1,p4,l1,nopc,nob/c,476500,3.75,-0.068,0.0,not_neg,not_int,not_lpsm,858000.0,sb,pr,home,1U,4860.0,CIB,850,CIB,65-74,not_inst,55.53613054,North,direct,0,46.0,Long-term
cf,Joint,nopre,type3,p1,l1,nopc,nob/c,716500,3.5,-0.5887,2907.9,not_neg,not_int,not_lpsm,1038000.0,sb,pr,home,1U,14040.0,CRIF,568,EXP,45-54,not_inst,69.02697495,North,direct,0,37.0,Long-term
cf,Female,nopre,type1,p4,l2,nopc,nob/c,326500,4.5,0.5214,3873.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,9840.0,CIB,758,CIB,45-54,to_inst,80.0245098,North,direct,0,33.0,Long-term
cf,Female,nopre,type1,p3,l1,nopc,nob/c,326500,4.56,0.4678,2886.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,4440.0,CRIF,566,CIB,35-44,to_inst,65.562249,North,direct,0,41.0,Long-term
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,276500,3.75,0.0642,2648.45,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,8400.0,CRIF,626,EXP,35-44,to_inst,60.37117904,south,direct,0,25.0,Long-term
cf,Sex Not Available,pre,type2,p3,l1,nopc,b/c,86500,3.99,0.96485,2269.45,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1U,2760.0,CRIF,893,CIB,35-44,to_inst,51.48809524,south,direct,1,49.0,Short-term
cf,Male,nopre,type1,p3,l1,nopc,nob/c,96500,4.99,1.3058,3029.0,not_neg,not_int,not_lpsm,138000.0,sb,pr,home,1U,2460.0,CRIF,682,CIB,55-64,to_inst,69.92753623,North,direct,0,23.0,Long-term
cf,Female,nopre,type1,p4,l1,nopc,nob/c,236500,3.875,-0.1746,0.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,3120.0,CIB,858,CIB,25-34,not_inst,53.99543379,North,direct,0,40.0,Long-term
cf,Female,nopre,type1,p1,l1,nopc,nob/c,316500,3.875,-0.003,2429.1,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,6660.0,EXP,594,CIB,25-34,not_inst,88.40782123,south,direct,0,31.0,Long-term
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,306500,4.18,0.071,1025.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,3000.0,EXP,649,EXP,35-44,not_inst,78.99484536,North,direct,0,44.0,Long-term
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,426500,3.99,0.3599,3953.13,not_neg,not_int,not_lpsm,518000.0,sb,pr,home,1U,5640.0,EXP,685,CIB,55-64,to_inst,82.33590734,south,direct,1,36.0,Long-term
cf,Male,nopre,type1,p4,l1,nopc,nob/c,646500,3.875,0.1613,3704.9,not_neg,not_int,not_lpsm,1068000.0,sb,pr,home,1U,8880.0,CRIF,633,CIB,65-74,not_inst,60.53370787,North,direct,0,37.0,Long-term
cf,Female,nopre,type3,p4,l1,nopc,nob/c,506500,3.5,-0.1729,951.9,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,6660.0,EXP,895,CIB,35-44,to_inst,99.70472441,North,direct,1,39.0,Long-term
cf,Male,nopre,type1,p4,l1,nopc,nob/c,506500,3.69,-0.0853,0.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,1U,6540.0,CRIF,688,CIB,35-44,not_inst,80.65286624,central,direct,0,43.0,Long-term
ncf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,856500,3.5,0.138,33268.0,not_neg,not_int,not_lpsm,1128000.0,sb,pr,home,1U,23040.0,CIB,847,CIB,45-54,to_inst,75.93085106,south,direct,0,25.0,Long-term
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,476500,3.99,0.061,0.0,not_neg,not_int,not_lpsm,548000.0,sb,pr,home,1U,14100.0,EXP,757,EXP,45-54,not_inst,86.95255474,North,direct,0,37.0,Long-term
cf,Male,nopre,type1,p1,l2,nopc,nob/c,486500,4.0,-0.2067,7783.17,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,9120.0,CRIF,875,CIB,35-44,not_inst,92.14015152,south,direct,0,37.0,Long-term
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,646500,3.99,0.3599,3953.13,not_neg,not_int,not_lpsm,708000.0,sb,pr,home,1U,8220.0,CIB,762,CIB,35-44,to_inst,91.31355932,south,direct,1,31.0,Long-term
cf,Female,nopre,type2,p3,l1,nopc,b/c,156500,3.99,0.96485,2269.45,not_neg,not_int,lpsm,258000.0,sb,pr,home,1U,1680.0,EXP,570,CIB,65-74,to_inst,60.65891473,North,direct,1,46.0,Long-term
